config_hash,log_prime_sse,sse_null_phase_scramble,sse_null_target_shuffle,pcs,pli,ic,c4_contrast,ablated_c4_contrast,j_info_mean,grad_phase_var,max_amp_peak,clamp_fraction_mean,omega_sat_mean
ebbe1142e359440b95976c958254b490f7dee144cb78d8bdaeffdc5e42796a65,6.73783442428735,7.69605531319387,6.07444179119508,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
74aa1905aa35e639d2772c07c93e6bfe552672426daaeba289703480df0d8f2f,6.73783442428735,7.02202449087514,5.85670809977283,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
6eccb82a8802c114983bc112352e8fe253b387150c7ea3e735f8f09211a2cf91,6.73783442428735,6.38447608390376,5.85618852907002,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
4f204eb4f1cd73ab1bede5ccc67a8499c69d53addccbdc07bd43d3dd1264f54e,6.73783442428735,6.24196372544017,5.89453117774674,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
9e4c12df9a0f94e2607b5e7bd93fb5f2f9aa468e749a506bd93b11dbe599d77c,6.73783442428735,6.74294336489705,6.53298563858523,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
b98e6cbba54cd910ec3eac2bc4f5fc45fe4b47e0451b45490a35c3832405530a,6.73783442428735,8.32632913130869,5.88354879016457,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
9ec1c8357c7c8650d4328da7cd670bd6e4063bae616e4a75372eb0345c201ec2,6.73783442428735,7.43929610670494,5.86868322747869,0.00193689099978656,1.0,1.0,4.46569581868491e+17,1.75921600636479e+15,26528108.0,172.139511108398,113.090255737305,1.0,0.0
b599439e78f4b838d3e194f5863d444580ea7b640b8f53c4de1a1e29e69d9b38,6.74020843172282,7.34466864027057,6.18453198672284,0.00133579841349274,1.0,1.0,4.45672858719521e+17,1.75921600636479e+15,26487836.0,173.076431274414,114.402503967285,1.0,0.0
70e9cc8fb4293fd74033fd8e2aa999334ce9ef6dca4d1cb6f40b873185d5394d,6.74044024208368,8.92816760102581,5.94931250402558,0.00181107094977051,1.0,1.0,4.47589954557496e+17,1.75921600636479e+15,26588590.0,172.431579589844,111.820594787598,1.0,0.0
4c44e0260c4e7793da14f363c8b3c794ac865437a63c4089102f77ef6b1cd9d5,6.74131877545408,6.14130858285154,6.53666872543647,0.00139104586560279,1.0,1.0,4.43818467177629e+17,1.75921600636479e+15,26408512.0,176.492294311523,116.510147094727,1.0,0.0
2ef83c2ef2cfebf27d6dda683ed685d97372a514894000d1af37fba3db703d7c,6.74857127152534,7.82964128508737,6.18774399897249,0.000415231945225969,1.0,1.0,4.45623631634849e+17,1.75921600636479e+15,26485744.0,173.7685546875,113.131645202637,1.0,0.0
