run_dir,idx,label,ic_seed,K,target_initial_mass,dx_weighted_target_mass,klass,n_mid,n_fin,late_slope,er_fin,er_max,core_fin,diagnostic_label,compactness_max,core_radius_min,high_k_fraction_max,selection_slug,selection_reason,param_D,param_eta,param_rho_vac,param_omega0,param_a_coupling,param_s,param_f,param_a
CORE_SAT_HUNT_20260624_102149,0,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,4.6502,0.0984,0.2906,0.8025,3.9369,-0.4355,0.4486,0.2799
CORE_SAT_HUNT_20260624_102149,1,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,2.4146,0.0416,0.2658,1.198,0.1119,0.6439,0.2332,0.4006
CORE_SAT_HUNT_20260624_102149,2,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,0.01247539506831416,34.57467398162427,34.57467398162427,0.0,,,,,,,4.7617,0.1471,1.3586,1.4398,0.6044,0.97,-0.388,0.3935
CORE_SAT_HUNT_20260624_102149,3,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,4.449,0.1136,0.9557,1.0003,3.6862,0.4609,-0.1931,0.3247
CORE_SAT_HUNT_20260624_102149,4,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,3.3827,-0.0031,0.3385,1.7092,1.6545,-0.6062,-0.0102,0.3739
CORE_SAT_HUNT_20260624_102149,5,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,0.0027011025127801234,9.711222155928198,9.711222155928198,0.0,,,,,,,1.7337,0.1189,1.912,1.0162,3.3099,0.2847,-0.0924,0.3083
CORE_SAT_HUNT_20260624_102149,6,rand,20260619,1,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,1.3389,0.0236,0.2243,0.9751,1.7381,-0.8983,0.3993,0.3247
CORE_SAT_HUNT_20260624_102149,7,rand,20260619,1,1000.0,9.042245370370372,SPIN_DOWN_REJECT,0,0,-3.9289152437994264e-05,0.16680257195015707,0.8967014822424416,0.0,,,,,,,1.0274,0.0358,0.7309,1.1828,1.6726,-0.987,-0.4856,0.3455
CORE_SAT_HUNT_20260624_102149,8,rand,20260619,2,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,1.3913,0.1417,0.8556,1.0556,2.1688,0.8277,0.4352,0.3049
CORE_SAT_HUNT_20260624_102149,9,rand,20260619,2,1000.0,9.042245370370372,TRANSIENT_GROWER_REJECT,1,2,0.0006301919440459794,2.9360439689986104,2.9360439689986104,1.4134889688480088,,,,,,,2.9313,0.0022,0.2748,1.3235,1.3484,0.7715,-0.1253,0.3825
CORE_SAT_HUNT_20260624_102149,10,rand,20260619,2,1000.0,9.042245370370372,TRUE_SATURATED_BOUND_STATE,1,1,-1.4870658240115136e-05,0.8296369649542903,0.9762033831895688,0.9261682787730259,,,,,,,0.1227,0.0944,1.0499,0.3503,1.3435,-0.0994,-0.2822,0.3811
CORE_SAT_HUNT_20260624_102149,11,rand,20260619,2,1000.0,9.042245370370372,LATE_BLOWUP_REJECT,0,0,nan,nan,nan,0.0,,,,,,,1.5328,0.0924,1.6819,0.0393,3.5145,0.9756,0.3115,0.3137
CORE_SAT_HUNT_20260624_102149,12,rand,20260619,2,1000.0,9.042245370370372,TRANSIENT_GROWER_REJECT,1,1,0.0004695004508493918,2.993992894320365,2.993992894320365,1.4051089309709084,,,,,,,0.9418,-0.0019,0.8044,0.3331,2.0403,-0.7214,0.2929,0.4625
CORE_SAT_HUNT_20260624_102149,13,rand,20260619,2,1000.0,9.042245370370372,TRUE_SATURATED_BOUND_STATE,1,1,-4.416922680451771e-05,0.61690823044168,0.9744166060591285,0.546803770129984,,,,,,,1.2976,0.0576,0.9926,1.7952,3.7466,-0.4704,-0.3442,0.4349
CORE_SAT_HUNT_20260624_102149,14,rand,20260619,2,1000.0,9.042245370370372,SPIN_DOWN_REJECT,0,0,-3.415593830930173e-05,0.004194395529522552,0.9752417605999445,0.0,,,,,,,3.7422,0.1368,0.9801,1.9729,0.8226,-0.5291,0.2037,0.4107
CORE_SAT_HUNT_20260624_102149,15,rand,20260619,2,1000.0,9.042245370370372,SPIN_DOWN_REJECT,0,0,-4.459508170275089e-05,0.005644992516974769,0.9756393539091783,0.0,,,,,,,1.9315,0.1472,1.8687,1.4434,1.741,-0.9269,0.4729,0.4763
